,customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,no_partners_no_dependents,no_dependents_yes_partners,dependents_no_partners,yes_dependents_and_partners,start_date,average_monthly_charges,validate_monthly_charges,contract_type_desc,phone_type_desc,internet_type_desc,is_auto
3285,4690-LLKUA,Male,1,No,No,1,1,0,Electronic check,$45.05,770.6,Yes,17,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20191126,$45.05,TRUE,Month-to-Month,One Line,DSL,False
3286,4690-PKDQG,Female,1,Yes,No,2,2,0,Electronic check,$95.55,3930.6,No,41,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20171125,$95.55,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3288,4693-VWVBO,Female,0,No,No,1,0,0,Electronic check,$19.55,61.05,No,3,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210125,$19.55,TRUE,Month-to-Month,One Line,No Internet Service,False
3289,4694-PHWFW,Female,0,No,Yes,1,0,0,Mailed check,$19.95,170.9,No,9,TRUE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,20200812,$19.95,TRUE,Month-to-Month,One Line,No Internet Service,False
3290,4695-VADHF,Male,0,Yes,Yes,1,1,0,Electronic check,$57.45,990.85,Yes,17,FALSE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20191122,$57.45,TRUE,Month-to-Month,One Line,DSL,False
3291,4695-WJZUE,Female,1,No,No,2,2,0,Electronic check,$88.55,179.25,Yes,2,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210227,$88.55,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3295,4701-AHWMW,Male,0,Yes,No,0,1,0,Bank transfer (automatic),$54.55,2978.3,Yes,55,FALSE,TRUE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE,20161012,$54.55,TRUE,Month-to-Month,No Phone Service,DSL,True
3297,4701-MLJPN,Male,0,No,No,1,1,0,Electronic check,$55.25,1715.65,Yes,31,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20180928,$55.25,TRUE,Month-to-Month,One Line,DSL,False
3299,4702-IOQDC,Female,0,No,No,1,2,0,Electronic check,$70.10,70.1,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$70.10,TRUE,Month-to-Month,One Line,Fiber Optic,False
3301,4704-ERYFC,Female,0,Yes,No,1,2,0,Electronic check,$69.25,1554.0,Yes,22,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20190617,$69.25,TRUE,Month-to-Month,One Line,Fiber Optic,False
3302,4706-AXVKM,Female,1,No,No,2,2,0,Credit card (automatic),$84.80,906.85,Yes,11,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200608,$84.80,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
3303,4706-DGAHW,Male,1,No,No,1,1,0,Electronic check,$45.20,45.2,No,1,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$45.20,TRUE,Month-to-Month,One Line,DSL,False
3308,4710-NKCAW,Male,0,Yes,Yes,2,1,0,Credit card (automatic),$64.40,316.9,No,5,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20201201,$64.40,TRUE,Month-to-Month,Two or More Lines,DSL,True
3309,4712-AUQZO,Male,0,No,No,0,1,0,Mailed check,$33.60,550.35,No,16,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20191218,$33.60,TRUE,Month-to-Month,No Phone Service,DSL,False
3310,4712-UYOOI,Female,0,Yes,Yes,1,0,0,Electronic check,$20.00,417.65,No,21,TRUE,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE,20190803,$20.00,TRUE,Month-to-Month,One Line,No Internet Service,False
3311,4713-LZDRV,Female,1,No,No,1,2,0,Electronic check,$79.60,195.05,Yes,2,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210214,$79.60,TRUE,Month-to-Month,One Line,Fiber Optic,False
3313,4716-HHKQH,Male,1,Yes,No,2,2,0,Electronic check,$107.05,2172.05,No,20,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20190821,$107.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3316,4718-DHSMV,Female,0,No,No,0,1,0,Mailed check,$35.80,363.15,No,10,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20200625,$35.80,TRUE,Month-to-Month,No Phone Service,DSL,False
3318,4719-UMSIY,Male,0,No,Yes,1,0,0,Mailed check,$19.65,100.9,No,5,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,20201124,$19.65,TRUE,Month-to-Month,One Line,No Internet Service,False
3319,4720-VSTSI,Female,0,No,No,2,2,0,Bank transfer (automatic),$84.80,3862.55,Yes,46,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20170714,$84.80,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
3321,4724-WXVWF,Male,0,No,No,2,2,0,Electronic check,$95.40,4445.3,No,47,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20170612,$95.40,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3322,4726-DLWQN,Male,1,No,No,2,1,0,Bank transfer (automatic),$70.35,3454.6,No,49,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20170328,$70.35,TRUE,Month-to-Month,Two or More Lines,DSL,True
3323,4727-MCYZG,Male,0,No,No,1,1,0,Mailed check,$55.55,55.55,No,1,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$55.55,TRUE,Month-to-Month,One Line,DSL,False
3324,4729-XKASR,Male,0,No,Yes,0,1,0,Electronic check,$24.75,24.75,Yes,1,FALSE,TRUE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,20210330,$24.75,TRUE,Month-to-Month,No Phone Service,DSL,False
3326,4732-RRJZC,Male,0,Yes,Yes,1,0,0,Mailed check,$20.25,144.35,No,7,FALSE,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE,20200925,$20.25,TRUE,Month-to-Month,One Line,No Internet Service,False
3327,4735-ASGMA,Male,0,No,No,2,2,0,Electronic check,$98.35,2515.3,Yes,26,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190314,$98.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3331,4741-WWJQZ,Female,0,Yes,No,1,2,0,Electronic check,$80.15,194.55,No,2,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20210215,$80.15,TRUE,Month-to-Month,One Line,Fiber Optic,False
3334,4745-LSPLO,Male,0,No,No,1,0,0,Mailed check,$20.50,20.5,Yes,1,FALSE,TRUE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210330,$20.50,TRUE,Month-to-Month,One Line,No Internet Service,False
3335,4747-LCAQL,Male,0,No,No,1,1,0,Mailed check,$79.00,1902.0,No,24,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190428,$79.00,TRUE,Month-to-Month,One Line,DSL,False
3336,4749-OJKQU,Female,0,No,No,2,2,0,Electronic check,$75.65,302.35,No,4,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201229,$75.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3337,4749-VFKVB,Female,0,No,No,2,1,0,Mailed check,$50.10,50.1,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$50.10,TRUE,Month-to-Month,Two or More Lines,DSL,False
3339,4750-ZRXIU,Female,1,No,No,2,2,0,Electronic check,$84.60,360.1,Yes,4,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201221,$84.60,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3343,4759-TRPLW,Male,0,No,No,1,2,0,Electronic check,$70.40,70.4,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$70.40,TRUE,Month-to-Month,One Line,Fiber Optic,False
3344,4760-THGOT,Female,0,Yes,No,2,2,0,Electronic check,$94.10,4107.3,No,44,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20170910,$94.10,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3345,4760-XOHVN,Female,0,Yes,Yes,1,0,0,Mailed check,$19.45,19.45,Yes,1,TRUE,TRUE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE,20210330,$19.45,TRUE,Month-to-Month,One Line,No Internet Service,False
3346,4763-PGDPO,Female,0,No,No,1,2,0,Electronic check,$70.40,281.0,Yes,4,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201229,$70.40,TRUE,Month-to-Month,One Line,Fiber Optic,False
3347,4765-OXPPD,Female,0,Yes,Yes,1,1,0,Mailed check,$65.00,663.05,Yes,10,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20200623,$65.00,TRUE,Month-to-Month,One Line,DSL,False
3348,4767-HZZHQ,Male,0,Yes,Yes,1,2,0,Bank transfer (automatic),$82.05,2570.2,No,31,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20180920,$82.05,TRUE,Month-to-Month,One Line,Fiber Optic,True
3349,4770-QAZXN,Female,0,No,No,1,0,0,Credit card (automatic),$19.45,232.1,No,12,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20200502,$19.45,TRUE,Month-to-Month,One Line,No Internet Service,True
3350,4770-UEZOX,Male,0,No,No,1,2,0,Electronic check,$74.75,144.8,No,2,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210302,$74.75,TRUE,Month-to-Month,One Line,Fiber Optic,False
3355,4781-ZXYGU,Male,0,Yes,Yes,1,0,0,Bank transfer (automatic),$20.15,20.15,No,1,FALSE,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE,20210330,$20.15,TRUE,Month-to-Month,One Line,No Internet Service,True
3358,4785-NKHCX,Male,1,No,No,1,0,0,Bank transfer (automatic),$20.05,94.15,No,5,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20201208,$20.05,TRUE,Month-to-Month,One Line,No Internet Service,True
3360,4786-UKSNZ,Male,0,No,No,1,0,0,Mailed check,$20.20,20.2,Yes,1,FALSE,TRUE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210330,$20.20,TRUE,Month-to-Month,One Line,No Internet Service,False
3363,4795-KTRTH,Female,1,Yes,No,2,2,0,Electronic check,$81.00,371.65,Yes,5,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20201211,$81.00,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3365,4795-WRNVT,Female,0,No,No,1,1,0,Mailed check,$65.10,2586.0,No,40,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20180107,$65.10,TRUE,Month-to-Month,One Line,DSL,False
3366,4797-AXPXK,Female,0,No,Yes,1,1,0,Electronic check,$60.00,60.0,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,20210330,$60.00,TRUE,Month-to-Month,One Line,DSL,False
3367,4797-MIWUM,Male,0,Yes,Yes,1,0,0,Bank transfer (automatic),$20.25,174.7,No,9,FALSE,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE,20200810,$20.25,TRUE,Month-to-Month,One Line,No Internet Service,True
3369,4800-VHZKI,Female,0,No,No,1,0,0,Mailed check,$19.90,19.9,Yes,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210330,$19.90,TRUE,Month-to-Month,One Line,No Internet Service,False
3370,4801-JZAZL,Female,0,Yes,Yes,0,1,0,Electronic check,$29.60,346.45,No,12,TRUE,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,TRUE,20200508,$29.60,TRUE,Month-to-Month,No Phone Service,DSL,False
3371,4801-KFYKL,Male,0,No,Yes,1,0,0,Bank transfer (automatic),$19.45,159.2,No,8,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,20200824,$19.45,TRUE,Month-to-Month,One Line,No Internet Service,True
3372,4803-AXVYP,Female,1,No,No,2,2,0,Electronic check,$99.55,3734.25,Yes,38,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20180316,$99.55,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3373,4803-LBYPN,Male,0,Yes,Yes,1,0,0,Mailed check,$20.80,635.9,No,31,FALSE,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE,20181013,$20.80,TRUE,Month-to-Month,One Line,No Internet Service,False
3376,4806-HIPDW,Female,0,Yes,No,1,2,0,Electronic check,$68.95,68.95,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20210330,$68.95,TRUE,Month-to-Month,One Line,Fiber Optic,False
3377,4806-KEXQR,Male,0,No,No,1,2,0,Electronic check,$79.90,324.3,Yes,4,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201227,$79.90,TRUE,Month-to-Month,One Line,Fiber Optic,False
3380,4811-JBUVU,Male,0,No,No,2,2,0,Credit card (automatic),$89.90,2723.15,No,30,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20181021,$89.90,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
3381,4813-HQMGZ,Female,0,Yes,No,2,2,0,Electronic check,$90.25,743.75,No,8,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20200822,$90.25,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3382,4815-GBTCD,Female,0,Yes,No,0,1,0,Electronic check,$25.15,99.95,No,4,TRUE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,FALSE,20201230,$25.15,TRUE,Month-to-Month,No Phone Service,DSL,False
3385,4816-JBHOV,Male,1,No,No,1,1,0,Electronic check,$44.70,93.7,Yes,2,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210225,$44.70,TRUE,Month-to-Month,One Line,DSL,False
3386,4816-LXZYW,Female,0,No,No,2,2,0,Electronic check,$79.15,1676.95,Yes,21,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190725,$79.15,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3389,4817-QRJSX,Female,0,No,No,2,2,0,Credit card (automatic),$81.00,818.05,Yes,10,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200626,$81.00,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
3390,4817-VYYWS,Female,0,No,No,2,2,0,Electronic check,$100.20,2983.8,Yes,30,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20181106,$100.20,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3391,4818-DRBQT,Male,0,Yes,No,2,2,0,Bank transfer (automatic),$80.15,2265.25,Yes,28,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20181222,$80.15,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
3392,4818-QIUFN,Female,1,No,No,2,2,0,Electronic check,$79.15,1520.9,Yes,19,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190923,$79.15,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3393,4819-HJPIW,Male,0,No,No,0,1,0,Mailed check,$25.15,476.8,No,19,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20191001,$25.15,TRUE,Month-to-Month,No Phone Service,DSL,False
3394,4821-SJHJV,Female,0,Yes,Yes,2,2,0,Electronic check,$89.60,2901.8,No,32,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20180818,$89.60,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3397,4822-NGOCH,Female,0,No,No,2,2,0,Electronic check,$84.45,1058.6,Yes,13,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200413,$84.45,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3398,4822-RVYBB,Male,1,No,No,2,2,0,Electronic check,$100.60,819.4,Yes,8,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200825,$100.60,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3399,4822-YCXMX,Male,0,No,No,2,2,0,Electronic check,$84.80,2043.45,Yes,24,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190428,$84.80,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3400,4824-GUCBY,Female,1,No,No,1,2,0,Electronic check,$81.70,1820.9,No,22,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190622,$81.70,TRUE,Month-to-Month,One Line,Fiber Optic,False
3404,4826-TZEVA,Female,0,No,No,1,2,0,Credit card (automatic),$74.80,2971.7,No,40,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20180107,$74.80,TRUE,Month-to-Month,One Line,Fiber Optic,True
3405,4826-XTSOH,Male,1,Yes,No,2,2,0,Electronic check,$86.05,86.05,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20210330,$86.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3408,4827-USJHP,Male,0,No,No,1,1,0,Mailed check,$51.80,1023.85,No,20,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190906,$51.80,TRUE,Month-to-Month,One Line,DSL,False
3409,4828-FAZPK,Female,0,Yes,Yes,2,2,0,Credit card (automatic),$79.95,1267.95,No,16,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20200103,$79.95,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
3410,4829-AUOAX,Female,0,No,No,2,2,0,Bank transfer (automatic),$96.05,4399.5,Yes,46,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20170706,$96.05,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
3412,4830-FAXFM,Male,0,No,Yes,2,0,0,Credit card (automatic),$24.10,439.2,No,18,FALSE,FALSE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,20191023,$24.10,TRUE,Month-to-Month,Two or More Lines,No Internet Service,True
3413,4831-EOBFE,Male,0,Yes,Yes,1,2,0,Credit card (automatic),$94.65,2649.15,Yes,28,FALSE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20181230,$94.65,TRUE,Month-to-Month,One Line,Fiber Optic,True
3415,4833-QTJNO,Male,1,Yes,No,2,2,0,Bank transfer (automatic),$83.85,5588.8,No,67,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20151011,$83.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
3420,4840-ORQXB,Female,1,No,No,2,2,0,Electronic check,$104.75,5841.35,No,56,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20160906,$104.75,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3421,4844-JJWUY,Female,1,No,No,1,2,0,Electronic check,$86.00,86.0,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$86.00,TRUE,Month-to-Month,One Line,Fiber Optic,False
3422,4846-WHAFZ,Female,1,Yes,No,2,2,0,Electronic check,$76.50,2868.15,Yes,37,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20180316,$76.50,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3423,4847-QNOKA,Female,0,No,No,1,1,0,Bank transfer (automatic),$44.90,44.9,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$44.90,TRUE,Month-to-Month,One Line,DSL,True
3424,4847-TAJYI,Female,1,No,No,1,2,0,Electronic check,$89.35,567.8,No,6,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20201018,$89.35,TRUE,Month-to-Month,One Line,Fiber Optic,False
3427,4853-OITSN,Male,0,Yes,No,2,2,0,Electronic check,$89.15,413.25,No,5,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,20201210,$89.15,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3429,4854-CIDCF,Female,1,No,No,1,2,0,Electronic check,$73.85,196.4,No,3,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210208,$73.85,TRUE,Month-to-Month,One Line,Fiber Optic,False
3431,4855-SNKMY,Female,0,No,No,1,1,0,Electronic check,$44.10,44.1,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$44.10,TRUE,Month-to-Month,One Line,DSL,False
3433,4860-IJUDE,Male,0,No,No,1,2,0,Credit card (automatic),$73.75,956.65,No,13,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200331,$73.75,TRUE,Month-to-Month,One Line,Fiber Optic,True
3434,4860-YZGZM,Male,0,No,No,1,0,0,Electronic check,$20.00,185.4,No,9,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20200722,$20.00,TRUE,Month-to-Month,One Line,No Internet Service,False
3437,4871-JTKJF,Female,1,No,No,1,2,0,Electronic check,$69.65,69.65,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$69.65,TRUE,Month-to-Month,One Line,Fiber Optic,False
3440,4873-ILOLJ,Male,0,No,No,1,2,0,Electronic check,$90.35,2238.5,Yes,25,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20190407,$90.35,TRUE,Month-to-Month,One Line,Fiber Optic,False
3441,4877-EVATK,Male,0,No,No,1,0,0,Mailed check,$20.00,20.0,Yes,1,FALSE,TRUE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210330,$20.00,TRUE,Month-to-Month,One Line,No Internet Service,False
3444,4879-GZLFH,Female,0,Yes,Yes,1,2,0,Electronic check,$92.15,3875.4,No,42,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20171028,$92.15,TRUE,Month-to-Month,One Line,Fiber Optic,False
3445,4881-GQJTW,Male,0,No,No,1,0,0,Credit card (automatic),$19.60,300.4,No,15,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20200119,$19.60,TRUE,Month-to-Month,One Line,No Internet Service,True
3446,4881-JVQOD,Male,1,Yes,Yes,0,1,0,Bank transfer (automatic),$34.55,362.6,No,10,FALSE,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,TRUE,20200614,$34.55,TRUE,Month-to-Month,No Phone Service,DSL,True
3448,4883-QICIH,Male,0,Yes,Yes,1,2,0,Bank transfer (automatic),$69.75,2347.9,Yes,34,FALSE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20180711,$69.75,TRUE,Month-to-Month,One Line,Fiber Optic,True
3451,4884-ZTHVF,Female,1,No,No,1,2,0,Electronic check,$87.10,713.6,No,8,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20200823,$87.10,TRUE,Month-to-Month,One Line,Fiber Optic,False
3454,4892-VLANZ,Male,0,No,No,1,0,0,Mailed check,$19.80,19.8,Yes,1,FALSE,TRUE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210330,$19.80,TRUE,Month-to-Month,One Line,No Internet Service,False
3456,4895-TMWIR,Male,1,Yes,No,1,0,0,Mailed check,$19.95,214.75,Yes,11,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,20200606,$19.95,TRUE,Month-to-Month,One Line,No Internet Service,False
3458,4897-QSUYC,Female,0,No,No,1,0,0,Mailed check,$20.15,20.15,Yes,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,20210330,$20.15,TRUE,Month-to-Month,One Line,No Internet Service,False
3460,4902-OHLSK,Female,1,No,No,2,2,0,Electronic check,$98.65,2862.75,Yes,29,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20181129,$98.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3462,4903-UYAVB,Male,0,Yes,No,1,0,0,Mailed check,$19.35,126.05,Yes,7,FALSE,TRUE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,20201013,$19.35,TRUE,Month-to-Month,One Line,No Internet Service,False
3467,4910-AQFFX,Male,0,Yes,Yes,2,2,0,Bank transfer (automatic),$79.35,661.25,Yes,8,FALSE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,20200819,$79.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
3468,4910-GMJOT,Female,0,No,No,2,2,0,Electronic check,$94.60,94.6,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,20210330,$94.60,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,False
3469,4911-BANWH,Female,0,No,Yes,2,2,0,Credit card (automatic),$86.55,2697.4,Yes,31,TRUE,TRUE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,20180925,$86.55,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,True
